quantifier,dataset,sample_size,real_prev,pred_prev,abs_error,run_time
HDy,eeg,100,0.74,0.23,0.23200000000000004,0.2146638000049279
MAX,eeg,100,0.74,0.23,0.417,0.00019009999959962443
MS,eeg,100,0.74,0.23,0.74,0.025282499998866115
PACC,eeg,100,0.74,0.23,0.29799999999999993,0.0028246000001672655
PCC,eeg,100,0.74,0.23,0.29799999999999993,0.0024847999957273714
SMM,eeg,100,0.74,0.23,0.259,0.00011510000331327319
SORD,eeg,100,0.74,0.23,0.24700000000000003,0.8592282000026898
X,eeg,100,0.74,0.23,0.417,0.00035539999953471124
ACC,eeg,100,0.79,0.85,0.79,0.0002592000018921681
CC,eeg,100,0.79,0.85,0.79,5.199995939619839e-06
DyS,eeg,100,0.79,0.85,0.08800000000000001,0.047381700002006255
HDy,eeg,100,0.79,0.85,0.17800000000000002,0.2151432000027853
MAX,eeg,100,0.79,0.85,0.355,0.0001951000012923032
MS,eeg,100,0.79,0.85,0.79,0.02548009999736678
PACC,eeg,100,0.79,0.85,0.34299999999999997,0.002860200002032798
PCC,eeg,100,0.79,0.85,0.34299999999999997,0.0024483000015607104
SMM,eeg,100,0.79,0.85,0.195,0.00011639999866019934
SORD,eeg,100,0.79,0.85,0.223,0.8596526999972411
X,eeg,100,0.79,0.85,0.355,0.0003587000028346665
ACC,eeg,100,0.84,0.62,0.8400000000000001,0.00026059999800054356
CC,eeg,100,0.84,0.62,0.8400000000000001,5.099995178170502e-06
DyS,eeg,100,0.84,0.62,0.189,0.047787900002731476
HDy,eeg,100,0.84,0.62,0.28700000000000003,0.2169627000039327
MAX,eeg,100,0.84,0.62,0.42699999999999994,0.00019239999528508633
MS,eeg,100,0.84,0.62,0.8400000000000001,0.02560079999966547
PACC,eeg,100,0.84,0.62,0.398,0.0028278000027057715
PCC,eeg,100,0.84,0.62,0.398,0.0025110999995376915
SMM,eeg,100,0.84,0.62,0.39199999999999996,0.00011709999671438709
SORD,eeg,100,0.84,0.62,0.37099999999999994,0.8575723000030848
X,eeg,100,0.84,0.62,0.42699999999999994,0.00036269999691285193
ACC,eeg,100,0.89,0.92,0.89,0.00026220000290777534
CC,eeg,100,0.89,0.92,0.89,5.099995178170502e-06
DyS,eeg,100,0.89,0.92,0.191,0.047174499995890073
HDy,eeg,100,0.89,0.92,0.284,0.21408940000401344
MAX,eeg,100,0.89,0.92,0.387,0.00019179999799234793
MS,eeg,100,0.89,0.92,0.89,0.025438700002268888
PACC,eeg,100,0.89,0.92,0.44400000000000006,0.00287469999602763
PCC,eeg,100,0.89,0.92,0.44400000000000006,0.0024606999941170216
SMM,eeg,100,0.89,0.92,0.32500000000000007,0.00011529999756021425
SORD,eeg,100,0.89,0.92,0.32399999999999995,0.8613955000037095
X,eeg,100,0.89,0.92,0.387,0.000363799998012837
ACC,eeg,100,0.95,1.0,0.9499999999999998,0.0002609000002848916
CC,eeg,100,0.95,1.0,0.9499999999999998,5.100002454128116e-06
DyS,eeg,100,0.95,1.0,0.186,0.04762160000245785
HDy,eeg,100,0.95,1.0,0.11000000000000001,0.21607640000001993
MAX,eeg,100,0.95,1.0,0.3,0.00019109999993816018
MS,eeg,100,0.95,1.0,0.9499999999999998,0.02533709999988787
PACC,eeg,100,0.95,1.0,0.499,0.002871299999242183
PCC,eeg,100,0.95,1.0,0.499,0.0024950999941211194
SMM,eeg,100,0.95,1.0,0.149,0.00011470000026747584
SORD,eeg,100,0.95,1.0,0.184,0.8585879999955068
X,eeg,100,0.95,1.0,0.3,0.00035769999522017315
ACC,eeg,100,1.0,1.0,1.0,0.00026030000299215317
CC,eeg,100,1.0,1.0,1.0,5.400004738476127e-06
DyS,eeg,100,1.0,1.0,0.271,0.04752510000253096
HDy,eeg,100,1.0,1.0,0.31999999999999995,0.21633250000013504
MAX,eeg,100,1.0,1.0,0.461,0.00019239999528508633
MS,eeg,100,1.0,1.0,1.0,0.025230999999621417
PACC,eeg,100,1.0,1.0,0.552,0.002824199997121468
PCC,eeg,100,1.0,1.0,0.552,0.0024582999976701103
SMM,eeg,100,1.0,1.0,0.306,0.000112900001113303
SORD,eeg,100,1.0,1.0,0.32399999999999995,0.8596332000015536
X,eeg,100,1.0,1.0,0.461,0.00036550000368151814
ACC,HTRU,100,0.0,0.0,0.046,0.000258100000792183
CC,HTRU,100,0.0,0.0,0.269,5.30000397702679e-06
DyS,HTRU,100,0.0,0.0,0.019,0.04767569999967236
HDy,HTRU,100,0.0,0.0,0.038000000000000006,0.21565349999582395
MAX,HTRU,100,0.0,0.0,0.012,0.00019350000366102904
MS,HTRU,100,0.0,0.0,0.027000000000000003,0.02529040000081295
PACC,HTRU,100,0.0,0.0,0.014000000000000002,0.0027094000033685006
PCC,HTRU,100,0.0,0.0,0.24099999999999996,0.0023490000021411106
SMM,HTRU,100,0.0,0.0,0.022000000000000002,0.00011850000009872019
SORD,HTRU,100,0.0,0.0,0.026000000000000002,1.0259574000010616
X,HTRU,100,0.0,0.0,0.018,0.0003606000027502887
ACC,HTRU,100,0.05,0.05,0.024999999999999998,0.0002587999988463707
CC,HTRU,100,0.05,0.05,0.22699999999999995,5.299996701069176e-06
DyS,HTRU,100,0.05,0.05,0.018000000000000002,0.048289699996530544
HDy,HTRU,100,0.05,0.05,0.013999999999999999,0.21783400000276743
MAX,HTRU,100,0.05,0.05,0.031000000000000007,0.00019220000103814527
MS,HTRU,100,0.05,0.05,0.029000000000000005,0.025543100004142616
PACC,HTRU,100,0.05,0.05,0.027000000000000003,0.0027364999987185
PCC,HTRU,100,0.05,0.05,0.21100000000000002,0.002389900000707712
SMM,HTRU,100,0.05,0.05,0.031000000000000007,0.00012150000111432746
SORD,HTRU,100,0.05,0.05,0.027000000000000003,1.028667399994447
X,HTRU,100,0.05,0.05,0.021,0.0003665999975055456
ACC,HTRU,100,0.11,0.1,0.054000000000000006,0.0002584999965620227
CC,HTRU,100,0.11,0.1,0.23399999999999999,5.30000397702679e-06
DyS,HTRU,100,0.11,0.1,0.024,0.04780600000231061
HDy,HTRU,100,0.11,0.1,0.038,0.21890730000450276
MAX,HTRU,100,0.11,0.1,0.022,0.00019189999875379726
MS,HTRU,100,0.11,0.1,0.036,0.025594300001102965
PACC,HTRU,100,0.11,0.1,0.029000000000000005,0.0027816000001621433
PCC,HTRU,100,0.11,0.1,0.205,0.0024359999952139333
SMM,HTRU,100,0.11,0.1,0.034,0.00012180000339867547
SORD,HTRU,100,0.11,0.1,0.034999999999999996,1.026647500002582
X,HTRU,100,0.11,0.1,0.022,0.0003612999935285188
ACC,HTRU,100,0.16,0.11,0.028000000000000004,0.0002567999981692992
CC,HTRU,100,0.16,0.11,0.197,5.299996701069176e-06
DyS,HTRU,100,0.16,0.11,0.018,0.04724059999716701
HDy,HTRU,100,0.16,0.11,0.031999999999999994,0.21476379999512574
MAX,HTRU,100,0.16,0.11,0.027000000000000003,0.00019359999714652076
MS,HTRU,100,0.16,0.11,0.032,0.0249645999938366
PACC,HTRU,100,0.16,0.11,0.037000000000000005,0.0027124999978695996
PCC,HTRU,100,0.16,0.11,0.179,0.0023509000020567328
SMM,HTRU,100,0.16,0.11,0.033,0.00011889999586855993
SORD,HTRU,100,0.16,0.11,0.030000000000000006,1.02571970000281
X,HTRU,100,0.16,0.11,0.023000000000000003,0.0003632000007200986
ACC,HTRU,100,0.21,0.21,0.057999999999999996,0.0002629000009619631
CC,HTRU,100,0.21,0.21,0.20099999999999998,5.400004738476127e-06
DyS,HTRU,100,0.21,0.21,0.026000000000000002,0.0481833000012557
HDy,HTRU,100,0.21,0.21,0.045,0.21783100000175182
MAX,HTRU,100,0.21,0.21,0.024,0.0001916999972308986
MS,HTRU,100,0.21,0.21,0.041,0.025451300003624056
PACC,HTRU,100,0.21,0.21,0.035,0.0028151000005891547
PCC,HTRU,100,0.21,0.21,0.18,0.0024381999974139035
SMM,HTRU,100,0.21,0.21,0.039,0.00012540000170702115
SORD,HTRU,100,0.21,0.21,0.04,1.0375349000023562
X,HTRU,100,0.21,0.21,0.027000000000000003,0.00036859999818261713
ACC,HTRU,100,0.26,0.3,0.037,0.00026110000180779025
CC,HTRU,100,0.26,0.3,0.193,5.30000397702679e-06
DyS,HTRU,100,0.26,0.3,0.024,0.04767790000187233
HDy,HTRU,100,0.26,0.3,0.051000000000000004,0.21611510000366252
MAX,HTRU,100,0.26,0.3,0.028000000000000004,0.00019809999503195286
MS,HTRU,100,0.26,0.3,0.028999999999999998,0.02525189999869326
PACC,HTRU,100,0.26,0.3,0.03300000000000001,0.0027281000002403744
PCC,HTRU,100,0.26,0.3,0.16399999999999998,0.0023768000028212555
SMM,HTRU,100,0.26,0.3,0.03,0.00012040000001434237
SORD,HTRU,100,0.26,0.3,0.028999999999999998,1.0317222000012407
X,HTRU,100,0.26,0.3,0.024,0.00036469999758992344
ACC,HTRU,100,0.32,0.3,0.06200000000000001,0.0002606999987619929
CC,HTRU,100,0.32,0.3,0.184,5.199995939619839e-06
DyS,HTRU,100,0.32,0.3,0.024999999999999998,0.04787930000020424
HDy,HTRU,100,0.32,0.3,0.054000000000000006,0.2166304000056698
MAX,HTRU,100,0.32,0.3,0.026000000000000002,0.0001965000046766363
MS,HTRU,100,0.32,0.3,0.052000000000000005,0.02561749999586027
PACC,HTRU,100,0.32,0.3,0.046,0.0028043999991496094
PCC,HTRU,100,0.32,0.3,0.15799999999999997,0.0024381000039284118
SMM,HTRU,100,0.32,0.3,0.047,0.00012119999882997945
SORD,HTRU,100,0.32,0.3,0.052000000000000005,1.0305994000009377
X,HTRU,100,0.32,0.3,0.020999999999999998,0.0003654000029200688
ACC,HTRU,100,0.37,0.37,0.030000000000000006,0.0002612000025692396
CC,HTRU,100,0.37,0.37,0.136,5.399997462518513e-06
DyS,HTRU,100,0.37,0.37,0.017,0.047894700001052115
HDy,HTRU,100,0.37,0.37,0.053000000000000005,0.21728109999821754
MAX,HTRU,100,0.37,0.37,0.019,0.00019279999833088368
MS,HTRU,100,0.37,0.37,0.021,0.025490600004559383
PACC,HTRU,100,0.37,0.37,0.036000000000000004,0.002793399995425716
PCC,HTRU,100,0.37,0.37,0.12600000000000003,0.002436000002489891
SMM,HTRU,100,0.37,0.37,0.024,0.00012250000145286322
SORD,HTRU,100,0.37,0.37,0.023,1.0351851000013994
X,HTRU,100,0.37,0.37,0.018000000000000002,0.0003630999999586493
ACC,HTRU,100,0.42,0.37,0.038,0.00025659999664640054
CC,HTRU,100,0.42,0.37,0.153,5.100002454128116e-06
DyS,HTRU,100,0.42,0.37,0.021,0.047757000000274274
HDy,HTRU,100,0.42,0.37,0.05900000000000001,0.21628799999598414
MAX,HTRU,100,0.42,0.37,0.020999999999999998,0.00019780000002356246
MS,HTRU,100,0.42,0.37,0.027000000000000003,0.025484600002528168
PACC,HTRU,100,0.42,0.37,0.027000000000000003,0.0027247000034549274
PCC,HTRU,100,0.42,0.37,0.12600000000000003,0.0024435000013909303
SMM,HTRU,100,0.42,0.37,0.027000000000000003,0.00012060000153724104
SORD,HTRU,100,0.42,0.37,0.028000000000000004,1.0281528000050457
X,HTRU,100,0.42,0.37,0.024,0.00035850000131176785
ACC,HTRU,100,0.47,0.42,0.03400000000000001,0.0002578999992692843
CC,HTRU,100,0.47,0.42,0.11100000000000002,5.399997462518513e-06
DyS,HTRU,100,0.47,0.42,0.017,0.047636099996452685
HDy,HTRU,100,0.47,0.42,0.047,0.2152122999978019
MAX,HTRU,100,0.47,0.42,0.025,0.00019320000137668103
MS,HTRU,100,0.47,0.42,0.033,0.025021000001288485
PACC,HTRU,100,0.47,0.42,0.043,0.002742900003795512
PCC,HTRU,100,0.47,0.42,0.094,0.002392000002146233
SMM,HTRU,100,0.47,0.42,0.031999999999999994,0.00012080000306013972
SORD,HTRU,100,0.47,0.42,0.029000000000000005,1.0272688999975799
X,HTRU,100,0.47,0.42,0.022000000000000002,0.0003647999983513728
ACC,HTRU,100,0.53,0.5,0.031000000000000007,0.0002597999991849065
CC,HTRU,100,0.53,0.5,0.11000000000000001,5.299996701069176e-06
DyS,HTRU,100,0.53,0.5,0.022,0.048008500001742505
HDy,HTRU,100,0.53,0.5,0.06500000000000002,0.21578559999761637
MAX,HTRU,100,0.53,0.5,0.027000000000000003,0.00018940000154543668
MS,HTRU,100,0.53,0.5,0.028999999999999998,0.02548419999948237
PACC,HTRU,100,0.53,0.5,0.041,0.0027343999972799793
PCC,HTRU,100,0.53,0.5,0.093,0.0023875999977462925
SMM,HTRU,100,0.53,0.5,0.028999999999999998,0.0001188000023830682
SORD,HTRU,100,0.53,0.5,0.028999999999999998,1.0325700000030338
X,HTRU,100,0.53,0.5,0.036,0.00036559999716700986
ACC,HTRU,100,0.58,0.56,0.020999999999999998,0.00025610000011511147
CC,HTRU,100,0.58,0.56,0.10400000000000001,5.399997462518513e-06
DyS,HTRU,100,0.58,0.56,0.023,0.04757260000042152
HDy,HTRU,100,0.58,0.56,0.072,0.21545480000349926
MAX,HTRU,100,0.58,0.56,0.018,0.00019459999748505652
MS,HTRU,100,0.58,0.56,0.023999999999999997,0.02522520000638906
PACC,HTRU,100,0.58,0.56,0.023,0.002714399997785222
PCC,HTRU,100,0.58,0.56,0.08399999999999999,0.002359400001296308
SMM,HTRU,100,0.58,0.56,0.020999999999999998,0.00012000000424450263
SORD,HTRU,100,0.58,0.56,0.025999999999999995,1.0322395999974106
X,HTRU,100,0.58,0.56,0.038000000000000006,0.00036190000537317246
ACC,HTRU,100,0.63,0.65,0.028999999999999998,0.0002606999987619929
CC,HTRU,100,0.63,0.65,0.095,5.30000397702679e-06
DyS,HTRU,100,0.63,0.65,0.031000000000000007,0.0478889000005438
HDy,HTRU,100,0.63,0.65,0.076,0.21637980000377866
MAX,HTRU,100,0.63,0.65,0.024,0.00019319999410072342
MS,HTRU,100,0.63,0.65,0.028000000000000004,0.025412399998458568
PACC,HTRU,100,0.63,0.65,0.029000000000000005,0.002752299995336216
PCC,HTRU,100,0.63,0.65,0.078,0.0024363999982597306
SMM,HTRU,100,0.63,0.65,0.026000000000000002,0.0001221999991685152
SORD,HTRU,100,0.63,0.65,0.029000000000000005,1.0264220999961253
X,HTRU,100,0.63,0.65,0.024999999999999998,0.00036299999919719994
ACC,HTRU,100,0.68,0.69,0.024,0.0002609000002848916
CC,HTRU,100,0.68,0.69,0.08499999999999999,5.199995939619839e-06
DyS,HTRU,100,0.68,0.69,0.022,0.04745520000142278
HDy,HTRU,100,0.68,0.69,0.06500000000000002,0.21448029999737628
MAX,HTRU,100,0.68,0.69,0.018,0.00019449999672360718
MS,HTRU,100,0.68,0.69,0.023,0.025263399998948444
PACC,HTRU,100,0.68,0.69,0.022000000000000002,0.0027251999999862164
PCC,HTRU,100,0.68,0.69,0.061,0.0024141000030795112
SMM,HTRU,100,0.68,0.69,0.018,0.00012070000229869038
SORD,HTRU,100,0.68,0.69,0.020999999999999998,1.029343099995458
X,HTRU,100,0.68,0.69,0.017,0.0003628000049502589
ACC,HTRU,100,0.74,0.71,0.019999999999999997,0.00026190000062342733
CC,HTRU,100,0.74,0.71,0.05,5.399997462518513e-06
DyS,HTRU,100,0.74,0.71,0.015000000000000003,0.04774919999908889
HDy,HTRU,100,0.74,0.71,0.049,0.21445989999483572
MAX,HTRU,100,0.74,0.71,0.02,0.00019469999824650586
MS,HTRU,100,0.74,0.71,0.018000000000000002,0.025231800005713012
PACC,HTRU,100,0.74,0.71,0.041,0.0027599000022746623
PCC,HTRU,100,0.74,0.71,0.031,0.0024048999985097907
SMM,HTRU,100,0.74,0.71,0.019000000000000003,0.00012089999654563144
SORD,HTRU,100,0.74,0.71,0.019,1.0345137000040268
X,HTRU,100,0.74,0.71,0.018000000000000002,0.0003623999946285039
ACC,HTRU,100,0.79,0.83,0.015000000000000003,0.0002597999991849065
CC,HTRU,100,0.79,0.83,0.053000000000000005,5.299996701069176e-06
DyS,HTRU,100,0.79,0.83,0.015,0.047532600001432
HDy,HTRU,100,0.79,0.83,0.05800000000000001,0.21461080000153743
MAX,HTRU,100,0.79,0.83,0.018000000000000002,0.00019719999545486644
MS,HTRU,100,0.79,0.83,0.017,0.025132399998256005
PACC,HTRU,100,0.79,0.83,0.023,0.0027201999982935376
PCC,HTRU,100,0.79,0.83,0.034999999999999996,0.0023742999983369373
SMM,HTRU,100,0.79,0.83,0.013000000000000001,0.00012150000111432746
SORD,HTRU,100,0.79,0.83,0.013000000000000001,1.0350494000012986
X,HTRU,100,0.79,0.83,0.03,0.0003786000015679747
ACC,HTRU,100,0.84,0.87,0.025,0.00026020000223070383
CC,HTRU,100,0.84,0.87,0.034,5.399997462518513e-06
DyS,HTRU,100,0.84,0.87,0.02,0.047896900003252085
HDy,HTRU,100,0.84,0.87,0.04,0.217574299997068
MAX,HTRU,100,0.84,0.87,0.024,0.00019719999545486644
MS,HTRU,100,0.84,0.87,0.021,0.025353499993798323
PACC,HTRU,100,0.84,0.87,0.03200000000000001,0.002780700000585057
PCC,HTRU,100,0.84,0.87,0.019,0.0024238000041805208
SMM,HTRU,100,0.84,0.87,0.021,0.0001236000025528483
SORD,HTRU,100,0.84,0.87,0.022000000000000002,1.0521026999995229
X,HTRU,100,0.84,0.87,0.027000000000000003,0.00037600000359816477
ACC,HTRU,100,0.89,0.88,0.015,0.0002530999990995042
CC,HTRU,100,0.89,0.88,0.021,5.299996701069176e-06
DyS,HTRU,100,0.89,0.88,0.013000000000000001,0.04734430000098655
HDy,HTRU,100,0.89,0.88,0.030999999999999993,0.21655670000473037
MAX,HTRU,100,0.89,0.88,0.019,0.0001965000046766363
MS,HTRU,100,0.89,0.88,0.013000000000000001,0.025389100002939813
PACC,HTRU,100,0.89,0.88,0.03200000000000001,0.002785699995001778
PCC,HTRU,100,0.89,0.88,0.013000000000000001,0.0024245000022347085
SMM,HTRU,100,0.89,0.88,0.014000000000000002,0.00012379999679978937
SORD,HTRU,100,0.89,0.88,0.015,1.0833669000057853
X,HTRU,100,0.89,0.88,0.034,0.00036749999708263204
ACC,HTRU,100,0.95,0.95,0.007999999999999998,0.0002523000002838671
CC,HTRU,100,0.95,0.95,0.012,5.199995939619839e-06
DyS,HTRU,100,0.95,0.95,0.009999999999999998,0.04717759999766713
HDy,HTRU,100,0.95,0.95,0.019999999999999997,0.21423540000250796
MAX,HTRU,100,0.95,0.95,0.012,0.00019629999587778002
MS,HTRU,100,0.95,0.95,0.009,0.025261099995987024
PACC,HTRU,100,0.95,0.95,0.027000000000000003,0.0027649999974528328
PCC,HTRU,100,0.95,0.95,0.009,0.0024151999969035387
SMM,HTRU,100,0.95,0.95,0.009999999999999998,0.0001221999991685152
SORD,HTRU,100,0.95,0.95,0.009,1.0318891999995685
X,HTRU,100,0.95,0.95,0.018,0.00035460000071907416
ACC,HTRU,100,1.0,0.96,0.01,0.00025660000392235816
CC,HTRU,100,1.0,0.96,0.008,5.400004738476127e-06
DyS,HTRU,100,1.0,0.96,0.006,0.04759380000177771
HDy,HTRU,100,1.0,0.96,0.003,0.21469280000019353
MAX,HTRU,100,1.0,0.96,0.017,0.0001953999963006936
MS,HTRU,100,1.0,0.96,0.006,0.02521270000579534
PACC,HTRU,100,1.0,0.96,0.036,0.0027344999980414286
PCC,HTRU,100,1.0,0.96,0.028000000000000004,0.0024073999957181513
SMM,HTRU,100,1.0,0.96,0.007000000000000001,0.00012009999772999436
SORD,HTRU,100,1.0,0.96,0.008,1.0447500000009313
X,HTRU,100,1.0,0.96,0.012,0.00036839999665971845
ACC,jm1-processed,100,0.0,0.1,0.184,0.0002595999976620078
CC,jm1-processed,100,0.0,0.1,0.9359999999999999,5.30000397702679e-06
DyS,jm1-processed,100,0.0,0.1,0.043,0.04758869999932358
HDy,jm1-processed,100,0.0,0.1,0.07400000000000001,0.2148531000057119
MAX,jm1-processed,100,0.0,0.1,0.033,0.0001982000030693598
MS,jm1-processed,100,0.0,0.1,0.148,0.025379399994562846
PACC,jm1-processed,100,0.0,0.1,0.0,0.0029426999972201884
PCC,jm1-processed,100,0.0,0.1,0.741,0.0025525999953970313
SMM,jm1-processed,100,0.0,0.1,0.072,0.00011169999925186858
SORD,jm1-processed,100,0.0,0.1,0.05700000000000001,0.6257502000007662
X,jm1-processed,100,0.0,0.1,0.030000000000000006,0.00036469999758992344
ACC,jm1-processed,100,0.05,0.1,0.183,0.00025910000113071874
CC,jm1-processed,100,0.05,0.1,0.8870000000000001,5.399997462518513e-06
DyS,jm1-processed,100,0.05,0.1,0.094,0.04788679999910528
HDy,jm1-processed,100,0.05,0.1,0.135,0.21684439999808092
MAX,jm1-processed,100,0.05,0.1,0.067,0.00019640000391518697
MS,jm1-processed,100,0.05,0.1,0.11700000000000002,0.025637300001108088
PACC,jm1-processed,100,0.05,0.1,0.05,0.0029467999993357807
PCC,jm1-processed,100,0.05,0.1,0.7,0.0025740999990375713
SMM,jm1-processed,100,0.05,0.1,0.08,0.00011210000229766592
SORD,jm1-processed,100,0.05,0.1,0.06000000000000001,0.619092200002342
X,jm1-processed,100,0.05,0.1,0.05900000000000001,0.00035689999640453607
ACC,jm1-processed,100,0.11,0.07,0.19,0.0002565000031609088
CC,jm1-processed,100,0.11,0.07,0.8309999999999998,5.299996701069176e-06
DyS,jm1-processed,100,0.11,0.07,0.095,0.047665599995525554
HDy,jm1-processed,100,0.11,0.07,0.11900000000000002,0.21576630000345176
MAX,jm1-processed,100,0.11,0.07,0.068,0.00019220000103814527
MS,jm1-processed,100,0.11,0.07,0.17200000000000001,0.02538710000226274
PACC,jm1-processed,100,0.11,0.07,0.11000000000000001,0.0028883000049972907
PCC,jm1-processed,100,0.11,0.07,0.64,0.002538300002925098
SMM,jm1-processed,100,0.11,0.07,0.099,0.00010849999671336263
SORD,jm1-processed,100,0.11,0.07,0.07300000000000001,0.6155490000019199
X,jm1-processed,100,0.11,0.07,0.085,0.0003544999999576248
ACC,jm1-processed,100,0.16,0.0,0.253,0.0002558000051067211
CC,jm1-processed,100,0.16,0.0,0.781,5.30000397702679e-06
DyS,jm1-processed,100,0.16,0.0,0.099,0.047405600002093706
HDy,jm1-processed,100,0.16,0.0,0.12599999999999997,0.2148425000050338
MAX,jm1-processed,100,0.16,0.0,0.08600000000000001,0.00019270000484539196
MS,jm1-processed,100,0.16,0.0,0.18100000000000002,0.025327600000309758
PACC,jm1-processed,100,0.16,0.0,0.15999999999999998,0.0028651000029640272
PCC,jm1-processed,100,0.16,0.0,0.591,0.0025157999989460222
SMM,jm1-processed,100,0.16,0.0,0.123,0.00010830000246642157
SORD,jm1-processed,100,0.16,0.0,0.11400000000000002,0.6138094000052661
X,jm1-processed,100,0.16,0.0,0.135,0.00035430000571068376
ACC,jm1-processed,100,0.21,0.1,0.16499999999999998,0.0002538999979151413
CC,jm1-processed,100,0.21,0.1,0.732,5.200003215577453e-06
DyS,jm1-processed,100,0.21,0.1,0.1,0.047386400001414586
HDy,jm1-processed,100,0.21,0.1,0.134,0.2150543000025209
MAX,jm1-processed,100,0.21,0.1,0.11299999999999999,0.00019349999638507143
MS,jm1-processed,100,0.21,0.1,0.13999999999999999,0.02526699999725679
PACC,jm1-processed,100,0.21,0.1,0.21000000000000002,0.002870299998903647
PCC,jm1-processed,100,0.21,0.1,0.546,0.002516000000468921
SMM,jm1-processed,100,0.21,0.1,0.12300000000000003,0.00010830000246642157
SORD,jm1-processed,100,0.21,0.1,0.11800000000000002,0.6145815000054426
X,jm1-processed,100,0.21,0.1,0.11400000000000002,0.000356099997588899
ACC,jm1-processed,100,0.26,0.14,0.16499999999999998,0.0002553000012994744
CC,jm1-processed,100,0.26,0.14,0.6839999999999999,5.299996701069176e-06
DyS,jm1-processed,100,0.26,0.14,0.052000000000000005,0.04722909999691183
HDy,jm1-processed,100,0.26,0.14,0.11600000000000002,0.21375309999712044
MAX,jm1-processed,100,0.26,0.14,0.101,0.00019269999756943434
MS,jm1-processed,100,0.26,0.14,0.194,0.02516299999842886
PACC,jm1-processed,100,0.26,0.14,0.25999999999999995,0.00287910000042757
PCC,jm1-processed,100,0.26,0.14,0.5029999999999999,0.002537000000302214
SMM,jm1-processed,100,0.26,0.14,0.091,0.00010949999705189839
SORD,jm1-processed,100,0.26,0.14,0.08800000000000001,0.6120570000057342
X,jm1-processed,100,0.26,0.14,0.127,0.0003541999976732768
ACC,jm1-processed,100,0.32,0.21,0.32699999999999996,0.00025740000273799524
CC,jm1-processed,100,0.32,0.21,0.6450000000000001,5.200003215577453e-06
DyS,jm1-processed,100,0.32,0.21,0.159,0.04711379999935161
HDy,jm1-processed,100,0.32,0.21,0.255,0.21426419999625068
MAX,jm1-processed,100,0.32,0.21,0.166,0.00019109999993816018
MS,jm1-processed,100,0.32,0.21,0.30200000000000005,0.02516730000206735
PACC,jm1-processed,100,0.32,0.21,0.31999999999999995,0.0028694000066025183
PCC,jm1-processed,100,0.32,0.21,0.45899999999999996,0.0025344000023324043
SMM,jm1-processed,100,0.32,0.21,0.152,0.00010710000060498714
SORD,jm1-processed,100,0.32,0.21,0.14300000000000004,0.6103756000011344
X,jm1-processed,100,0.32,0.21,0.138,0.00035460000071907416
ACC,jm1-processed,100,0.37,0.17,0.219,0.0002547999974922277
CC,jm1-processed,100,0.37,0.17,0.586,5.100002454128116e-06
DyS,jm1-processed,100,0.37,0.17,0.10900000000000001,0.04697380000288831
HDy,jm1-processed,100,0.37,0.17,0.137,0.21226100000058068
MAX,jm1-processed,100,0.37,0.17,0.11199999999999999,0.00019299999985378236
MS,jm1-processed,100,0.37,0.17,0.20299999999999999,0.02494499999738764
PACC,jm1-processed,100,0.37,0.17,0.37,0.0028449999954318628
PCC,jm1-processed,100,0.37,0.17,0.398,0.0025220000025001355
SMM,jm1-processed,100,0.37,0.17,0.137,0.00010769999789772555
SORD,jm1-processed,100,0.37,0.17,0.139,0.6077697000000626
X,jm1-processed,100,0.37,0.17,0.132,0.00035570000181905925
ACC,jm1-processed,100,0.42,0.38,0.26399999999999996,0.00025299999833805487
CC,jm1-processed,100,0.42,0.38,0.54,5.30000397702679e-06
DyS,jm1-processed,100,0.42,0.38,0.10099999999999998,0.04732489999878453
HDy,jm1-processed,100,0.42,0.38,0.202,0.21475159999681637
MAX,jm1-processed,100,0.42,0.38,0.15200000000000002,0.00019289999909233302
MS,jm1-processed,100,0.42,0.38,0.23800000000000004,0.02509529999952065
PACC,jm1-processed,100,0.42,0.38,0.42000000000000004,0.00287209999805782
PCC,jm1-processed,100,0.42,0.38,0.361,0.0025398000070708804
SMM,jm1-processed,100,0.42,0.38,0.11500000000000002,0.00011020000238204375
SORD,jm1-processed,100,0.42,0.38,0.10700000000000001,0.6137081999986549
X,jm1-processed,100,0.42,0.38,0.16599999999999998,0.00035030000435654074
ACC,jm1-processed,100,0.47,0.45,0.31799999999999995,0.00025460000324528664
CC,jm1-processed,100,0.47,0.45,0.499,5.299996701069176e-06
DyS,jm1-processed,100,0.47,0.45,0.11900000000000002,0.04714809999859426
HDy,jm1-processed,100,0.47,0.45,0.16899999999999998,0.21385620000364725
MAX,jm1-processed,100,0.47,0.45,0.05600000000000001,0.0001917000045068562
MS,jm1-processed,100,0.47,0.45,0.30300000000000005,0.025134499999694526
PACC,jm1-processed,100,0.47,0.45,0.4699999999999999,0.002870799995434936
PCC,jm1-processed,100,0.47,0.45,0.31999999999999995,0.002511200000299141
SMM,jm1-processed,100,0.47,0.45,0.17099999999999999,0.00011000000085914508
SORD,jm1-processed,100,0.47,0.45,0.15100000000000002,0.6109886999984155
X,jm1-processed,100,0.47,0.45,0.09000000000000001,0.0003542000049492344
ACC,jm1-processed,100,0.53,0.52,0.13,0.0002542000001994893
CC,jm1-processed,100,0.53,0.52,0.429,5.199995939619839e-06
DyS,jm1-processed,100,0.53,0.52,0.08600000000000001,0.04664139999658801
